Tgl.Impor;Jenis Importasi;TARIF CIF;TARIF BM;TARIF PPN;TARIF PPH;Port Of Entry;ID Importir;Nama Importir;Kategori Importir;ALAMAT;Kode Barang;NAMA BARANG;KATEGORI;SUBKATEGORI;HARGA;KUANTITAS; NILAI BRG ; NILAI PABEAN ; BEA MASUK ; NILAI IMPOR ; PPN IMPOR ; PPH IMPOR ; PENERIMAAN IMPOR 
05/11/2014;Khusus ;0.1;0.01;0;0;California;JM-16195;Justin MacKendrick;General Importer;Los Angeles;OFF-ST-10000649;Hanging Personal Folder File;Office Supplies;Storage;58.80;468; 27,518.40 ; 30,270.20 ; 302.70 ; 30,572.90 ; -   ; -   ; 302.70 
06/11/2014;Sementara;0.1;0.02;0.005;0.0025;Arizona;MT-17815;Meg Tillman;General Importer;Scottsdale;OFF-EN-10002600;Redi-Strip #10 Envelopes, 4 1/8 x 9 1/2;Office Supplies;Envelopes;4.08;351; 1,432.08 ; 1,575.30 ; 31.50 ; 1,606.80 ; 8.00 ; 4.02 ; 43.52 
06/11/2014;Sementara;0.1;0.02;0.005;0.0025;Arizona;MT-17815;Meg Tillman;General Importer;Scottsdale;OFF-BI-10002049;UniKeep View Case Binders;Office Supplies;Binders;1.40;351; 491.75 ; 540.90 ; 10.80 ; 551.70 ; 2.80 ; 1.38 ; 14.98 
07/11/2014;Umum Non Komersil;0.05;0.04;0.025;0.0125;California;KB-16240;Karen Bern;Merchant Importer;Los Angeles;FUR-CH-10000595;Safco Contoured Stacking Chairs;Furniture;Chairs;189.72;117; 22,197.24 ; 23,307.10 ; 932.30 ; 24,239.40 ; 606.00 ; 302.99 ; 1,841.29 
08/11/2014;Umum Non Komersil;0.05;0.04;0.025;0.0125;California;MZ-17335;Maria Zettner;Sole Agent Importer;San Diego;TEC-AC-10002049;Logitech G19 Programmable Gaming Keyboard;Technology;Accessories;368.97;351; 129,508.47 ; 135,983.90 ; 5,439.40 ; 141,423.30 ; 3,535.60 ; 1,767.79 ; 10,742.79 
08/11/2014;Umum Non Komersil;0.05;0.04;0.025;0.0125;California;MZ-17335;Maria Zettner;Sole Agent Importer;San Diego;OFF-FA-10002280;Advantus Plastic Paper Clips;Office Supplies;Fasteners;4.00;117; 468.00 ; 491.40 ; 19.70 ; 511.10 ; 12.80 ; 6.39 ; 38.89 
08/11/2014;Umum Komersil;0.075;0.05;0.03;0.0125;Utah;SC-20095;Sanjit Chand;General Importer;Concord;OFF-FA-10002701;Alliance Rubber Bands;Office Supplies;Fasteners;2.04;351; 716.04 ; 769.70 ; 38.50 ; 808.20 ; 24.20 ; 10.10 ; 72.80 
08/11/2014;Umum Komersil;0.075;0.05;0.03;0.0125;Utah;SC-20095;Sanjit Chand;General Importer;Concord;OFF-BI-10001510;Deluxe Heavy-Duty Vinyl Round Ring Binder;Office Supplies;Binders;86.68;585; 50,707.80 ; 54,510.90 ; 2,725.50 ; 57,236.40 ; 1,717.10 ; 715.46 ; 5,158.06 
08/11/2014;Umum Komersil;0.075;0.05;0.03;0.0125;Utah;SC-20095;Sanjit Chand;General Importer;Concord;FUR-FU-10004090;"Executive Impressions 14"" Contract Wall Clock";Furniture;Furnishings;63.69;351; 22,355.19 ; 24,031.80 ; 1,201.60 ; 25,233.40 ; 757.00 ; 315.42 ; 2,274.02 
08/11/2014;Umum Komersil;0.075;0.05;0.03;0.0125;Utah;SC-20095;Sanjit Chand;General Importer;Concord;OFF-PA-10001125;Xerox 1988;Office Supplies;Paper;89.94;351; 31,568.94 ; 33,936.60 ; 1,696.80 ; 35,633.40 ; 1,069.00 ; 445.42 ; 3,211.22 
08/11/2014;Umum Komersil;0.075;0.05;0.03;0.0125;California;SW-20455;Shaun Weien;General Importer;San Francisco;TEC-AC-10001956;Microsoft Arc Touch Mouse;Technology;Accessories;117.90;234; 27,588.60 ; 29,657.70 ; 1,482.90 ; 31,140.60 ; 934.20 ; 389.26 ; 2,806.36 
09/11/2014;Umum Komersil;0.075;0.05;0.03;0.0125;California;JO-15550;Jesus Ocampo;Sole Agent Importer;Seattle;OFF-FA-10000490;"OIC Binder Clips, Mini, 1/4"" Capacity, Black";Office Supplies;Fasteners;0.48;234; 112.32 ; 120.70 ; 6.00 ; 126.70 ; 3.80 ; 1.58 ; 11.38 
10/11/2014;Umum Komersil;0.075;0.05;0.03;0.0125;California;AH-10210;Alan Hwang;General Importer;San Francisco;TEC-AC-10004469;Microsoft Sculpt Comfort Mouse;Technology;Accessories;77.90;234; 18,228.60 ; 19,595.70 ; 979.80 ; 20,575.50 ; 617.30 ; 257.19 ; 1,854.29 
12/11/2014;Sementara;0.1;0.02;0.005;0.0025;California;YC-21895;Yoseph Carroll;Merchant Importer;Los Angeles;OFF-PA-10003016;"Adams ""While You Were Out"" Message Pads";Office Supplies;Paper;10.70;585; 6,259.50 ; 6,885.50 ; 137.70 ; 7,023.20 ; 35.10 ; 17.56 ; 190.36 
13/11/2014;Umum Komersil;0.075;0.05;0.03;0.0125;California;KH-16510;Keith Herrera;General Importer;Pomona;OFF-PA-10004610;Xerox 1900;Office Supplies;Paper;22.96;819; 18,804.24 ; 20,214.60 ; 1,010.70 ; 21,225.30 ; 636.80 ; 265.32 ; 1,912.82 
13/11/2014;Umum Komersil;0.075;0.05;0.03;0.0125;California;KH-16510;Keith Herrera;General Importer;Pomona;OFF-BI-10001267;Universal Recycled Hanging Pressboard Report Binders, Letter Size;Office Supplies;Binders;7.87;234; 1,842.05 ; 1,980.20 ; 99.00 ; 2,079.20 ; 62.40 ; 25.99 ; 187.39 
13/11/2014;Umum Komersil;0.075;0.05;0.03;0.0125;California;KH-16510;Keith Herrera;General Importer;Pomona;FUR-BO-10004357;O'Sullivan Living Dimensions 3-Shelf Bookcases;Furniture;Bookcases;679.33;468; 317,927.38 ; 341,771.90 ; 17,088.60 ; 358,860.50 ; 10,765.80 ; 4,485.76 ; 32,340.16 
13/11/2014;Umum Komersil;0.075;0.05;0.03;0.0125;Montana;AW-10930;Arthur Wiediger;Sole Agent Importer;Helena;TEC-PH-10004908;Panasonic KX TS3282W Corded phone;Technology;Phones;334.96;585; 195,951.60 ; 210,648.00 ; 10,532.40 ; 221,180.40 ; 6,635.40 ; 2,764.76 ; 19,932.56 
13/11/2014;Umum Komersil;0.075;0.05;0.03;0.0125;Colorado;LC-16870;Lena Cacioppo;General Importer;San Francisco;FUR-FU-10004006;Deflect-o DuraMat Lighweight, Studded, Beveled Mat for Low Pile Carpeting;Furniture;Furnishings;99.36;351; 34,875.36 ; 37,491.00 ; 1,874.60 ; 39,365.60 ; 1,181.00 ; 492.07 ; 3,547.67 
13/11/2014;Umum Komersil;0.075;0.05;0.03;0.0125;Colorado;LC-16870;Lena Cacioppo;General Importer;San Francisco;TEC-AC-10001552;Logitech K350 2.4Ghz Wireless Keyboard;Technology;Accessories;232.90;702; 163,492.99 ; 175,755.00 ; 8,787.80 ; 184,542.80 ; 5,536.30 ; 2,306.79 ; 16,630.89 
13/11/2014;Umum Komersil;0.075;0.05;0.03;0.0125;Colorado;LC-16870;Lena Cacioppo;General Importer;San Francisco;OFF-BI-10002794;"Avery Trapezoid Ring Binder, 3"" Capacity, Black, 1040 sheets";Office Supplies;Binders;33.88;351; 11,892.58 ; 12,784.50 ; 639.20 ; 13,423.70 ; 402.70 ; 167.80 ; 1,209.70 
14/11/2014;Umum Komersil;0.075;0.05;0.03;0.0125;New Mexico;GZ-14470;Gary Zandusky;General Importer;San Francisco;FUR-CH-10001891;Global Deluxe Office Fabric Chairs;Furniture;Chairs;227.35;351; 79,800.55 ; 85,785.60 ; 4,289.30 ; 90,074.90 ; 2,702.20 ; 1,125.94 ; 8,117.44 
14/11/2014;Umum Komersil;0.075;0.05;0.03;0.0125;New Mexico;GZ-14470;Gary Zandusky;General Importer;San Francisco;FUR-CH-10004287;SAFCO Arco Folding Chair;Furniture;Chairs;879.84;468; 411,765.12 ; 442,647.50 ; 22,132.40 ; 464,779.90 ; 13,943.40 ; 5,809.75 ; 41,885.55 
14/11/2014;Sementara;0.1;0.02;0.005;0.0025;Oregon;KB-16585;Ken Black;Merchant Importer;San Francisco;TEC-AC-10000358;Imation Secure Drive + Hardware Encrypted USB flash drive - 16 GB;Technology;Accessories;88.18;351; 30,949.78 ; 34,044.80 ; 680.90 ; 34,725.70 ; 173.60 ; 86.81 ; 941.31 
14/11/2014;Sementara;0.1;0.02;0.005;0.0025;Oregon;KB-16585;Ken Black;Merchant Importer;San Francisco;OFF-FA-10000304;Advantus Push Pins;Office Supplies;Fasteners;3.72;585; 2,176.20 ; 2,393.80 ; 47.90 ; 2,441.70 ; 12.20 ; 6.10 ; 66.20 
14/11/2014;Sementara;0.1;0.02;0.005;0.0025;Oregon;KB-16585;Ken Black;Merchant Importer;San Francisco;TEC-AC-10002800;Plantronics Audio 478 Stereo USB Headset;Technology;Accessories;155.97;468; 72,993.02 ; 80,292.30 ; 1,605.80 ; 81,898.10 ; 409.50 ; 204.75 ; 2,220.05 
16/11/2014;Sementara;0.1;0.02;0.005;0.0025;California;JG-15805;John Grady;Merchant Importer;Provo;OFF-LA-10003148;Avery 51;Office Supplies;Labels;15.90;351; 5,580.90 ; 6,139.00 ; 122.80 ; 6,261.80 ; 31.30 ; 15.65 ; 169.75 
16/11/2014;Umum Komersil;0.075;0.05;0.03;0.0125;Idaho;HK-14890;Heather Kirkland;Merchant Importer;Boise;FUR-TA-10000577;Bretford CR4500 Series Slim Rectangular Table;Furniture;Tables;694.42;234; 162,494.28 ; 174,681.40 ; 8,734.10 ; 183,415.50 ; 5,502.50 ; 2,292.69 ; 16,529.29 
16/11/2014;Umum Komersil;0.075;0.05;0.03;0.0125;Idaho;HK-14890;Heather Kirkland;Merchant Importer;Boise;TEC-PH-10001254;Jabra BIZ 2300 Duo QD Duo Corded Headset;Technology;Phones;301.78;351; 105,923.38 ; 113,867.60 ; 5,693.40 ; 119,561.00 ; 3,586.80 ; 1,494.51 ; 10,774.71 
19/11/2014;Umum Non Komersil;0.05;0.04;0.025;0.0125;Washington;TC-21475;Tony Chapman;Sole Agent Importer;Aurora;FUR-FU-10000305;"Tenex V2T-RE Standard Weight Series Chair Mat, 45"" x 53"", Lip 25"" x 12""";Furniture;Furnishings;139.96;234; 32,750.64 ; 34,388.20 ; 1,375.50 ; 35,763.70 ; 894.10 ; 447.05 ; 2,716.65 
19/11/2014;Umum Komersil;0.075;0.05;0.03;0.0125;Nevada;AG-10300;Aleksandra Gannaway;Merchant Importer;Los Angeles;OFF-AP-10004868;Hoover Commercial Soft Guard Upright Vacuum And Disposable Filtration Bags;Office Supplies;Appliances;27.08;468; 12,673.44 ; 13,623.90 ; 681.20 ; 14,305.10 ; 429.20 ; 178.81 ; 1,289.21 
20/11/2014;Umum Komersil;0.075;0.05;0.03;0.0125;Washington;KB-16405;Katrina Bavinger;Sole Agent Importer;Seattle;OFF-AR-10002067;Newell 334;Office Supplies;Art;113.04;702; 79,354.08 ; 85,305.60 ; 4,265.30 ; 89,570.90 ; 2,687.10 ; 1,119.64 ; 8,072.04 
20/11/2014;Umum Komersil;0.075;0.05;0.03;0.0125;Washington;KB-16405;Katrina Bavinger;Sole Agent Importer;Seattle;FUR-FU-10002364;Eldon Expressions Wood Desk Accessories, Oak;Furniture;Furnishings;19.14;351; 6,718.14 ; 7,222.00 ; 361.10 ; 7,583.10 ; 227.50 ; 94.79 ; 683.39 
20/11/2014;Umum Komersil;0.075;0.05;0.03;0.0125;Washington;KB-16405;Katrina Bavinger;Sole Agent Importer;Seattle;TEC-AC-10002018;AmazonBasics 3-Button USB Wired Mouse;Technology;Accessories;11.98;234; 2,803.32 ; 3,013.60 ; 150.70 ; 3,164.30 ; 94.90 ; 39.55 ; 285.15 
20/11/2014;Umum Komersil;0.075;0.05;0.03;0.0125;California;LC-16885;Lena Creighton;General Importer;San Francisco;TEC-PH-10004774;Gear Head AU3700S Headset;Technology;Phones;65.74;819; 53,844.34 ; 57,882.70 ; 2,894.10 ; 60,776.80 ; 1,823.30 ; 759.71 ; 5,477.11 
20/11/2014;Umum Komersil;0.075;0.05;0.03;0.0125;California;LC-16885;Lena Creighton;General Importer;San Francisco;FUR-CH-10000595;Safco Contoured Stacking Chairs;Furniture;Chairs;569.16;351; 199,775.16 ; 214,758.30 ; 10,737.90 ; 225,496.20 ; 6,764.90 ; 2,818.70 ; 20,321.50 
20/11/2014;Sementara;0.1;0.02;0.005;0.0025;California;CS-12250;Chris Selesnick;Merchant Importer;San Diego;OFF-BI-10002854;Performers Binder/Pad Holder, Black;Office Supplies;Binders;85.70;468; 40,105.73 ; 44,116.30 ; 882.30 ; 44,998.60 ; 225.00 ; 112.50 ; 1,219.80 
20/11/2014;Umum Komersil;0.075;0.05;0.03;0.0125;California;SN-20560;Skye Norling;Sole Agent Importer;Peoria;OFF-AR-10003732;Newell 333;Office Supplies;Art;12.46;819; 10,204.74 ; 10,970.10 ; 548.50 ; 11,518.60 ; 345.60 ; 143.98 ; 1,038.08 
20/11/2014;Umum Komersil;0.075;0.05;0.03;0.0125;California;PB-18805;Patrick Bzostek;Sole Agent Importer;San Francisco;OFF-BI-10004528;Cardinal Poly Pocket Divider Pockets for Ring Binders;Office Supplies;Binders;15.19;1053; 15,997.18 ; 17,197.00 ; 859.90 ; 18,056.90 ; 541.70 ; 225.71 ; 1,627.31 
20/11/2014;Umum Komersil;0.075;0.05;0.03;0.0125;California;KW-16570;Kelly Williams;General Importer;San Francisco;FUR-FU-10001546;Dana Swing-Arm Lamps;Furniture;Furnishings;29.04;351; 10,193.04 ; 10,957.50 ; 547.90 ; 11,505.40 ; 345.20 ; 143.82 ; 1,036.92 
20/11/2014;Umum Non Komersil;0.05;0.04;0.025;0.0125;Colorado;MM-18055;Michelle Moray;General Importer;Great Falls;OFF-BI-10001982;Wilson Jones Custom Binder Spines & Labels;Office Supplies;Binders;1.90;351; 665.50 ; 698.80 ; 28.00 ; 726.80 ; 18.20 ; 9.09 ; 55.29 
20/11/2014;Umum Non Komersil;0.05;0.04;0.025;0.0125;Colorado;MM-18055;Michelle Moray;General Importer;Great Falls;OFF-BI-10001758;Wilson Jones 14 Line Acrylic Coated Pressboard Data Binders;Office Supplies;Binders;3.61;702; 2,535.62 ; 2,662.40 ; 106.50 ; 2,768.90 ; 69.20 ; 34.61 ; 210.31 
20/11/2014;Umum Non Komersil;0.05;0.04;0.025;0.0125;Colorado;MM-18055;Michelle Moray;General Importer;Great Falls;FUR-BO-10002268;Sauder Barrister Bookcases;Furniture;Bookcases;139.76;702; 98,114.33 ; 103,020.00 ; 4,120.80 ; 107,140.80 ; 2,678.50 ; 1,339.26 ; 8,138.56 
21/11/2014;Umum Komersil;0.075;0.05;0.03;0.0125;Nevada;NW-18400;Natalie Webber;General Importer;Tigard;OFF-BI-10002225;"Square Ring Data Binders, Rigid 75 Pt. Covers, 11"" x 14-7/8""";Office Supplies;Binders;62.05;468; 29,038.46 ; 31,216.30 ; 1,560.80 ; 32,777.10 ; 983.30 ; 409.71 ; 2,953.81 
21/11/2014;Umum Komersil;0.075;0.05;0.03;0.0125;Nevada;NW-18400;Natalie Webber;General Importer;Tigard;FUR-BO-10002598;Hon Metal Bookcases, Putty;Furniture;Bookcases;139.96;234; 32,750.64 ; 35,206.90 ; 1,760.30 ; 36,967.20 ; 1,109.00 ; 462.09 ; 3,331.39 
21/11/2014;Umum Non Komersil;0.05;0.04;0.025;0.0125;Arizona;EM-14095;Eudokia Martin;Merchant Importer;Phoenix;OFF-LA-10003121;Avery 506;Office Supplies;Labels;11.52;585; 6,739.20 ; 7,076.20 ; 283.00 ; 7,359.20 ; 184.00 ; 91.99 ; 558.99 
21/11/2014;Umum Non Komersil;0.05;0.04;0.025;0.0125;Arizona;EM-14095;Eudokia Martin;Merchant Importer;Phoenix;TEC-AC-10002718;Belkin Standard 104 key USB Keyboard;Technology;Accessories;21.34;234; 4,994.50 ; 5,244.20 ; 209.80 ; 5,454.00 ; 136.40 ; 68.18 ; 414.38 
21/11/2014;Umum Non Komersil;0.05;0.04;0.025;0.0125;Arizona;EM-14095;Eudokia Martin;Merchant Importer;Phoenix;OFF-AP-10002867;Fellowes Command Center 5-outlet power strip;Office Supplies;Appliances;319.63;702; 224,381.66 ; 235,600.70 ; 9,424.00 ; 245,024.70 ; 6,125.60 ; 3,062.81 ; 18,612.41 
22/11/2014;Umum Non Komersil;0.05;0.04;0.025;0.0125;California;NG-18430;Nathan Gelder;General Importer;Los Angeles;OFF-PA-10000327;Xerox 1971;Office Supplies;Paper;32.80;1170; 38,376.00 ; 40,294.80 ; 1,611.80 ; 41,906.60 ; 1,047.70 ; 523.83 ; 3,183.33 
22/11/2014;Umum Non Komersil;0.05;0.04;0.025;0.0125;California;NG-18430;Nathan Gelder;General Importer;Los Angeles;OFF-ST-10004634;Personal Folder Holder, Ebony;Office Supplies;Storage;30.63;351; 10,751.13 ; 11,288.70 ; 451.50 ; 11,740.20 ; 293.50 ; 146.75 ; 891.75 
22/11/2014;Umum Non Komersil;0.05;0.04;0.025;0.0125;California;NG-18430;Nathan Gelder;General Importer;Los Angeles;OFF-PA-10000176;Xerox 1887;Office Supplies;Paper;35.94;234; 8,409.96 ; 8,830.50 ; 353.20 ; 9,183.70 ; 229.60 ; 114.80 ; 697.60 
24/11/2014;Umum Komersil;0.075;0.05;0.03;0.0125;California;DP-13000;Darren Powers;General Importer;Los Angeles;OFF-PA-10000675;Xerox 1919;Office Supplies;Paper;359.91;1053; 378,985.23 ; 407,409.10 ; 20,370.50 ; 427,779.60 ; 12,833.40 ; 5,347.25 ; 38,551.15 
24/11/2014;Umum Komersil;0.075;0.05;0.03;0.0125;California;DP-13000;Darren Powers;General Importer;Los Angeles;OFF-AR-10003045;Prang Colored Pencils;Office Supplies;Art;9.70;585; 5,674.50 ; 6,100.10 ; 305.00 ; 6,405.10 ; 192.20 ; 80.06 ; 577.26 
24/11/2014;Umum Komersil;0.075;0.05;0.03;0.0125;California;KM-16720;Kunst Miller;General Importer;Vallejo;OFF-PA-10003892;Xerox 1943;Office Supplies;Paper;143.73;351; 50,449.23 ; 54,232.90 ; 2,711.60 ; 56,944.50 ; 1,708.30 ; 711.81 ; 5,131.71 
24/11/2014;Umum Komersil;0.075;0.05;0.03;0.0125;California;KM-16720;Kunst Miller;General Importer;Vallejo;FUR-FU-10000397;Luxo Economy Swing Arm Lamp;Furniture;Furnishings;75.76;468; 35,455.68 ; 38,114.90 ; 1,905.70 ; 40,020.60 ; 1,200.60 ; 500.26 ; 3,606.56 
24/11/2014;Umum Komersil;0.075;0.05;0.03;0.0125;California;KM-16720;Kunst Miller;General Importer;Vallejo;OFF-BI-10001078;"Acco PRESSTEX Data Binder with Storage Hooks, Dark Blue, 14 7/8"" X 11""";Office Supplies;Binders;19.82;702; 13,916.45 ; 14,960.20 ; 748.00 ; 15,708.20 ; 471.20 ; 196.35 ; 1,415.55 
24/11/2014;Umum Komersil;0.075;0.05;0.03;0.0125;California;KM-16720;Kunst Miller;General Importer;Vallejo;TEC-AC-10004633;Verbatim 25 GB 6x Blu-ray Single Layer Recordable Disc, 3/Pack;Technology;Accessories;11.98;234; 2,803.32 ; 3,013.60 ; 150.70 ; 3,164.30 ; 94.90 ; 39.55 ; 285.15 
24/11/2014;Umum Komersil;0.075;0.05;0.03;0.0125;California;TS-21340;Toby Swindell;General Importer;Scottsdale;OFF-PA-10002005;Xerox 225;Office Supplies;Paper;16.44;351; 5,770.44 ; 6,203.20 ; 310.20 ; 6,513.40 ; 195.40 ; 81.42 ; 587.02 
24/11/2014;Umum Komersil;0.075;0.05;0.03;0.0125;California;TS-21340;Toby Swindell;General Importer;Scottsdale;OFF-BI-10002813;Avery Reinforcements for Hole-Punch Pages;Office Supplies;Binders;1.17;234; 273.31 ; 293.80 ; 14.70 ; 308.50 ; 9.30 ; 3.86 ; 27.86 
24/11/2014;Umum Komersil;0.075;0.05;0.03;0.0125;California;TS-21340;Toby Swindell;General Importer;Scottsdale;OFF-BI-10002706;Avery Premier Heavy-Duty Binder with Round Locking Rings;Office Supplies;Binders;83.39;936; 78,054.91 ; 83,909.00 ; 4,195.50 ; 88,104.50 ; 2,643.10 ; 1,101.31 ; 7,939.91 
24/11/2014;Umum Komersil;0.075;0.05;0.03;0.0125;California;TS-21340;Toby Swindell;General Importer;Scottsdale;OFF-ST-10000060;Fellowes Bankers Box Staxonsteel Drawer File/Stacking System;Office Supplies;Storage;447.86;819; 366,797.34 ; 394,307.10 ; 19,715.40 ; 414,022.50 ; 12,420.70 ; 5,175.28 ; 37,311.38 
27/11/2014;Umum Komersil;0.075;0.05;0.03;0.0125;California;CD-11920;Carlos Daly;General Importer;Lake Elsinore;FUR-CH-10002647;Situations Contoured Folding Chairs, 4/Set;Furniture;Chairs;278.92;585; 163,168.20 ; 175,405.80 ; 8,770.30 ; 184,176.10 ; 5,525.30 ; 2,302.20 ; 16,597.80 
27/11/2014;Umum Komersil;0.075;0.05;0.03;0.0125;California;SN-20710;Steve Nguyen;Sole Agent Importer;Los Angeles;TEC-AC-10000158;Sony 64GB Class 10 Micro SDHC R40 Memory Card;Technology;Accessories;104.97;351; 36,844.47 ; 39,607.80 ; 1,980.40 ; 41,588.20 ; 1,247.60 ; 519.85 ; 3,747.85 
28/11/2014;Umum Komersil;0.075;0.05;0.03;0.0125;New Mexico;MA-17995;Michelle Arnett;Sole Agent Importer;Los Angeles;OFF-AR-10004441;BIC Brite Liner Highlighters;Office Supplies;Art;6.28;234; 1,469.52 ; 1,579.70 ; 79.00 ; 1,658.70 ; 49.80 ; 20.73 ; 149.53 
29/11/2014;Khusus ;0.1;0.01;0;0;California;PO-19195;Phillina Ober;Sole Agent Importer;San Francisco;OFF-BI-10001078;"Acco PRESSTEX Data Binder with Storage Hooks, Dark Blue, 14 7/8"" X 11""";Office Supplies;Binders;3.30;117; 386.57 ; 425.20 ; 4.30 ; 429.50 ; -   ; -   ; 4.30 
29/11/2014;Sementara;0.1;0.02;0.005;0.0025;California;EK-13795;Eileen Kiefer;Sole Agent Importer;San Francisco;OFF-AR-10003582;Boston Electric Pencil Sharpener, Model 1818, Charcoal Black;Office Supplies;Art;54.30;234; 12,706.20 ; 13,976.80 ; 279.50 ; 14,256.30 ; 71.30 ; 35.64 ; 386.44 
30/11/2014;Umum Non Komersil;0.05;0.04;0.025;0.0125;Nevada;JM-15865;John Murray;General Importer;Phoenix;FUR-FU-10002813;DAX Contemporary Wood Frame with Silver Metal Mat, Desktop, 11 x 14 Size;Furniture;Furnishings;76.96;468; 36,017.28 ; 37,818.10 ; 1,512.70 ; 39,330.80 ; 983.30 ; 491.64 ; 2,987.64 
30/11/2014;Umum Non Komersil;0.05;0.04;0.025;0.0125;Nevada;JM-15865;John Murray;General Importer;Phoenix;OFF-PA-10003848;Xerox 1997;Office Supplies;Paper;21.92;468; 10,258.56 ; 10,771.50 ; 430.90 ; 11,202.40 ; 280.10 ; 140.03 ; 851.03 
01/12/2014;Umum Komersil;0.075;0.05;0.03;0.0125;Washington;BT-11305;Beth Thompson;Sole Agent Importer;San Gabriel;OFF-AR-10003251;Prang Drawing Pencil Set;Office Supplies;Art;8.90;585; 5,206.50 ; 5,597.00 ; 279.90 ; 5,876.90 ; 176.30 ; 73.46 ; 529.66 
01/12/2014;Umum Komersil;0.075;0.05;0.03;0.0125;California;LC-16960;Lindsay Castell;Sole Agent Importer;San Diego;FUR-CH-10003973;GuestStacker Chair with Chrome Finish Legs;Furniture;Chairs;2667.67;1053; 2,809,058.62 ; 3,019,738.00 ; 150,986.90 ; 3,170,724.90 ; 95,121.70 ; 39,634.06 ; 285,742.66 
01/12/2014;Umum Non Komersil;0.05;0.04;0.025;0.0125;Washington;TW-21025;Tamara Willingham;Sole Agent Importer;Seattle;FUR-CH-10001215;Global Troy Executive Leather Low-Back Tilter;Furniture;Chairs;1998.92;585; 1,169,368.20 ; 1,227,836.60 ; 49,113.50 ; 1,276,950.10 ; 31,923.80 ; 15,961.88 ; 96,999.18 
01/12/2014;Umum Non Komersil;0.05;0.04;0.025;0.0125;Washington;TW-21025;Tamara Willingham;Sole Agent Importer;Seattle;OFF-ST-10002554;Tennsco Industrial Shelving;Office Supplies;Storage;143.73;351; 50,449.23 ; 52,971.70 ; 2,118.90 ; 55,090.60 ; 1,377.30 ; 688.63 ; 4,184.83 
01/12/2014;Umum Non Komersil;0.05;0.04;0.025;0.0125;Washington;TW-21025;Tamara Willingham;Sole Agent Importer;Seattle;OFF-PA-10002222;"Xerox Color Copier Paper, 11"" x 17"", Ream";Office Supplies;Paper;109.20;585; 63,882.00 ; 67,076.10 ; 2,683.00 ; 69,759.10 ; 1,744.00 ; 871.99 ; 5,298.99 
01/12/2014;Umum Non Komersil;0.05;0.04;0.025;0.0125;Washington;TW-21025;Tamara Willingham;Sole Agent Importer;Seattle;FUR-TA-10001705;Bush Advantage Collection Round Conference Table;Furniture;Tables;1904.40;1053; 2,005,333.20 ; 2,105,599.90 ; 84,224.00 ; 2,189,823.90 ; 54,745.60 ; 27,372.80 ; 166,342.40 
01/12/2014;Umum Non Komersil;0.05;0.04;0.025;0.0125;Washington;TW-21025;Tamara Willingham;Sole Agent Importer;Seattle;OFF-PA-10004255;Xerox 219;Office Supplies;Paper;27.40;585; 16,029.00 ; 16,830.50 ; 673.20 ; 17,503.70 ; 437.60 ; 218.80 ; 1,329.60 
03/12/2014;Umum Komersil;0.075;0.05;0.03;0.0125;California;PW-19240;Pierre Wener;General Importer;Louisville;FUR-BO-10002213;Sauder Forest Hills Library, Woodland Oak Finish;Furniture;Bookcases;356.50;351; 125,131.15 ; 134,516.00 ; 6,725.80 ; 141,241.80 ; 4,237.30 ; 1,765.52 ; 12,728.62 
04/12/2014;Umum Non Komersil;0.05;0.04;0.025;0.0125;California;HM-14860;Harry Marie;Merchant Importer;Los Angeles;FUR-FU-10002111;Master Caster Door Stop, Large Brown;Furniture;Furnishings;31.40;585; 18,369.00 ; 19,287.50 ; 771.50 ; 20,059.00 ; 501.50 ; 250.74 ; 1,523.74 
04/12/2014;Umum Non Komersil;0.05;0.04;0.025;0.0125;California;HM-14860;Harry Marie;Merchant Importer;Los Angeles;OFF-EN-10003296;Tyvek Side-Opening Peel & Seel Expanding Envelopes;Office Supplies;Envelopes;268.44;351; 94,222.44 ; 98,933.60 ; 3,957.30 ; 102,890.90 ; 2,572.30 ; 1,286.14 ; 7,815.74 
04/12/2014;Umum Non Komersil;0.05;0.04;0.025;0.0125;California;HM-14860;Harry Marie;Merchant Importer;Los Angeles;TEC-PH-10000193;Jensen SMPS-640 - speaker phone;Technology;Phones;107.35;351; 37,680.55 ; 39,564.60 ; 1,582.60 ; 41,147.20 ; 1,028.70 ; 514.34 ; 3,125.64 
04/12/2014;Umum Komersil;0.075;0.05;0.03;0.0125;California;TZ-21580;Tracy Zic;General Importer;Louisville;FUR-FU-10004270;Eldon Image Series Desk Accessories, Burgundy;Furniture;Furnishings;19.08;702; 13,394.16 ; 14,398.70 ; 719.90 ; 15,118.60 ; 453.60 ; 188.98 ; 1,362.48 
04/12/2014;Umum Komersil;0.075;0.05;0.03;0.0125;California;TZ-21580;Tracy Zic;General Importer;Louisville;OFF-AR-10003723;Avery Hi-Liter Fluorescent Desk Style Markers;Office Supplies;Art;11.90;585; 6,961.50 ; 7,483.60 ; 374.20 ; 7,857.80 ; 235.70 ; 98.22 ; 708.12 
05/12/2014;Umum Komersil;0.075;0.05;0.03;0.0125;California;GB-14530;George Bell;Merchant Importer;Aurora;TEC-AC-10001266;Memorex Micro Travel Drive 8 GB;Technology;Accessories;36.00;351; 12,636.00 ; 13,583.70 ; 679.20 ; 14,262.90 ; 427.90 ; 178.29 ; 1,285.39 
