No.Dok.Impor;Tgl.Impor;Jenis Importasi;Port Of Entry;ID Importir;Nama Importir;Kategori Importir;Alamat;Kode Barang;Nama Barang;Kategori;Sub Kategori;Harga;Kuantitas; Nilai Barang ; Nilai Pabean ; Bea Masuk ; Nilai Impor ; PPn Impor ; PPh Impor ; Penerimaan Negara atas Impor ;;
CA-2012-149972;21/09/2014;Sementara;California;CD-12790;Cynthia Delaney;Sole Agent Importer;Los Angeles;OFF-FA-10002763;Advantus Map Pennant Flags and Round Head Tacks;Office Supplies;Fasteners;5.90;234; 1,380.60 ; 1,518.66 ; 30.37 ; 1,549.03 ; 7.75 ; 3.87 ; 41.99 ;;
CA-2012-149972;21/09/2014;Sementara;California;CD-12790;Cynthia Delaney;Sole Agent Importer;Los Angeles;FUR-CH-10004997;Hon Every-Day Series Multi-Task Chairs;Furniture;Chairs;597.54;468; 279,646.85 ; 307,611.53 ; 6,152.23 ; 313,763.76 ; 1,568.82 ; 784.41 ; 8,505.46 ;;
CA-2012-149993;19/03/2014;Sementara;California;GA-14725;Guy Armstrong;General Importer;Lancaster;OFF-FA-10001561;Stockwell Push Pins;Office Supplies;Fasteners;5.90;585; 3,451.50 ; 3,796.65 ; 75.93 ; 3,872.58 ; 19.36 ; 9.68 ; 104.98 ;;
CA-2012-150511;18/09/2014;Umum Komersil;Washington;AB-10060;Adam Bellavance;Sole Agent Importer;Des Moines;OFF-PA-10001776;"Wirebound Message Books, Four 2 3/4"" x 5"" Forms per Page, 600 Sets per Book";Office Supplies;Paper;16.54;234; 3,870.36 ; 4,160.64 ; 208.03 ; 4,368.67 ; 131.06 ; 54.61 ; 393.70 ;;
CA-2012-150714;26/10/2014;Umum Komersil;Oregon;KH-16690;Kristen Hastings;Merchant Importer;Springfield;OFF-BI-10002982;Avery Self-Adhesive Photo Pockets for Polaroid Photos;Office Supplies;Biders;7.30;819; 5,979.52 ; 6,427.98 ; 321.40 ; 6,749.38 ; 202.48 ; 84.37 ; 608.25 ;;
CA-2012-150714;26/10/2014;Umum Komersil;Oregon;KH-16690;Kristen Hastings;Merchant Importer;Springfield;OFF-PA-10001497;Xerox 1914;Office Supplies;Paperclips;128.90;351; 45,245.30 ; 48,638.70 ; 2,431.94 ; 51,070.64 ; 1,532.12 ; 638.38 ; 4,602.44 ;;
CA-2012-150714;26/10/2014;Umum Komersil;Oregon;KH-16690;Kristen Hastings;Merchant Importer;Springfield;OFF-LA-10001474;Avery 477;Office Supplies;Lamps;140.54;702; 98,661.89 ; 106,061.53 ; 5,303.08 ; 111,364.61 ; 3,340.94 ; 1,392.06 ; 10,036.07 ;;
CA-2012-150714;26/10/2014;Umum Komersil;Oregon;KH-16690;Kristen Hastings;Merchant Importer;Springfield;OFF-AP-10003287;Tripp Lite TLP810NET Broadband Surge for Modem/Fax;Office Supplies;Appliance;198.88;585; 116,344.80 ; 125,070.66 ; 6,253.53 ; 131,324.19 ; 3,939.73 ; 1,641.55 ; 11,834.81 ;;
CA-2012-150714;26/10/2014;Umum Komersil;Oregon;KH-16690;Kristen Hastings;Merchant Importer;Springfield;OFF-ST-10001809;Fellowes Officeware Wire Shelving;Office Supplies;Storages;708.64;1170; 829,108.80 ; 891,291.96 ; 44,564.60 ; 935,856.56 ; 28,075.70 ; 11,698.21 ; 84,338.50 ;;
CA-2012-150770;03/05/2014;Sementara;California;LC-16870;Lena Cacioppo;General Importer;San Francisco;OFF-AR-10001246;Newell 317;Office Supplies;Art;5.82;351; 2,042.82 ; 2,247.10 ; 44.94 ; 2,292.04 ; 11.46 ; 5.73 ; 62.13 ;;
CA-2012-150770;03/05/2014;Sementara;California;LC-16870;Lena Cacioppo;General Importer;San Francisco;OFF-BI-10001575;GBC Linen Binding Covers;Office Supplies;Binders;47.57;234; 11,130.91 ; 12,244.00 ; 244.88 ; 12,488.88 ; 62.44 ; 31.22 ; 338.55 ;;
CA-2012-150770;03/05/2014;Sementara;California;LC-16870;Lena Cacioppo;General Importer;San Francisco;OFF-BI-10002026;Ibico Recycled Linen-Style Covers;Office Supplies;Binders;60.50;234; 14,156.06 ; 15,571.67 ; 311.43 ; 15,883.10 ; 79.42 ; 39.71 ; 430.56 ;;
CA-2012-150770;03/05/2014;Sementara;California;LC-16870;Lena Cacioppo;General Importer;San Francisco;TEC-AC-10000844;Logitech Gaming G510s - Keyboard;Technology;Accessories;335.96;468; 157,229.28 ; 172,952.21 ; 3,459.04 ; 176,411.25 ; 882.06 ; 441.03 ; 4,782.13 ;;
CA-2012-150875;16/11/2014;Umum Komersil;Idaho;HK-14890;Heather Kirkland;Merchant Importer;Boise;TEC-PH-10001254;Jabra BIZ 2300 Duo QD Duo Corded Headset;Technology;Phones;301.78;351; 105,923.38 ; 113,867.63 ; 5,693.38 ; 119,561.01 ; 3,586.83 ; 1,494.51 ; 10,774.72 ;;
CA-2012-150875;16/11/2014;Umum Komersil;Idaho;HK-14890;Heather Kirkland;Merchant Importer;Boise;FUR-TA-10000577;Bretford CR4500 Series Slim Rectangular Table;Furniture;Tables;694.42;234; 162,494.28 ; 174,681.35 ; 8,734.07 ; 183,415.42 ; 5,502.46 ; 2,292.69 ; 16,529.22 ;;
CA-2012-151253;22/04/2014;Umum Komersil;California;AZ-10750;Annie Zypern;General Importer;Los Angeles;OFF-AR-10004691;Boston 1730 StandUp Electric Pencil Sharpener;Office Supplies;Art;61.14;351; 21,460.14 ; 23,069.65 ; 1,153.48 ; 24,223.13 ; 726.69 ; 302.79 ; 2,182.97 ;;
CA-2012-151253;22/04/2014;Umum Komersil;California;AZ-10750;Annie Zypern;General Importer;Los Angeles;TEC-PH-10002923;Logitech B530 USB Headset - headset - Full size, Binaural;Technology;Phones;85.78;351; 30,107.38 ; 32,365.43 ; 1,618.27 ; 33,983.70 ; 1,019.51 ; 424.80 ; 3,062.58 ;;
CA-2012-151470;20/09/2014;Umum Komersil;Nevada;AM-10705;Anne McFarland;General Importer;Las Vegas;OFF-BI-10004040;Wilson Jones Impact Binders;Office Supplies;Binders;34.58;1287; 44,509.61 ; 47,847.83 ; 2,392.39 ; 50,240.22 ; 1,507.21 ; 628.00 ; 4,527.60 ;;
CA-2012-151680;19/11/2014;Umum Non Komersil;Washington;TC-21475;Tony Chapman;Sole Agent Importer;Seattle;FUR-FU-10000305;"Tenex V2T-RE Standard Weight Series Chair Mat, 45"" x 53"", Lip 25"" x 12""";Furniture;Furnishings;139.96;234; 32,750.64 ; 34,388.17 ; 1,375.53 ; 35,763.70 ; 894.09 ; 447.05 ; 2,716.67 ;;
CA-2012-151841;27/04/2014;Umum Komersil;Colorado;TC-21475;Tony Chapman;Sole Agent Importer;Aurora;OFF-SU-10001574;Acme Value Line Scissors;Office Supplies;Supplies;3.84;234; 898.56 ; 965.95 ; 48.30 ; 1,014.25 ; 30.43 ; 12.68 ; 91.40 ;;
CA-2012-151841;27/04/2014;Umum Komersil;Colorado;TC-21475;Tony Chapman;Sole Agent Importer;Aurora;OFF-AP-10003971;Belkin 6 Outlet Metallic Surge Strip;Office Supplies;Appliances;38.56;585; 22,557.60 ; 24,249.42 ; 1,212.47 ; 25,461.89 ; 763.86 ; 318.27 ; 2,294.60 ;;
CA-2012-152513;04/07/2014;Umum Non Komersil;California;JP-16135;Julie Prescott;Sole Agent Importer;San Diego;OFF-BI-10002706;Avery Premier Heavy-Duty Binder with Round Locking Rings;Office Supplies;Binders;20.85;234; 4,878.43 ; 5,122.35 ; 204.89 ; 5,327.25 ; 133.18 ; 66.59 ; 404.67 ;;
CA-2012-152527;17/10/2014;Khusus ;California;CM-12190;Charlotte Melton;General Importer;Los Angeles;OFF-ST-10003479;Eldon Base for stackable storage shelf, platinum;Office Supplies;Storage;75.88;234; 17,755.92 ; 19,531.51 ; 195.32 ; 19,726.83 ;;; 195.32 ;;
CA-2012-152891;25/10/2014;Umum Komersil;California;TB-21625;Trudy Brown;General Importer;San Francisco;OFF-AR-10004648;Boston 19500 Mighty Mite Electric Pencil Sharpener;Office Supplies;Art;57.45;351; 20,164.95 ; 21,677.32 ; 1,083.87 ; 22,761.19 ; 682.84 ; 284.51 ; 2,051.22 ;;
CA-2012-152891;25/10/2014;Umum Komersil;California;TB-21625;Trudy Brown;General Importer;San Francisco;FUR-TA-10001857;Balt Solid Wood Rectangular Table;Furniture;Tables;250.18;351; 87,811.78 ; 94,397.66 ; 4,719.88 ; 99,117.54 ; 2,973.53 ; 1,238.97 ; 8,932.38 ;;
CA-2012-153220;12/11/2014;Sementara;California;YC-21895;Yoseph Carroll;Merchant Importer;Los Angeles;OFF-PA-10003016;"Adams ""While You Were Out"" Message Pads";Office Supplies;Paper;10.70;585; 6,259.50 ; 6,885.45 ; 137.71 ; 7,023.16 ; 35.12 ; 17.56 ; 190.38 ;;
CA-2012-153388;01/08/2014;Umum Komersil;California;PC-19000;Pauline Chand;Sole Agent Importer;Los Angeles;OFF-AR-10001868;Prang Dustless Chalk Sticks;Tables;Furniture;2.72;468; 1,272.96 ; 1,368.43 ; 68.42 ; 1,436.85 ; 43.11 ; 17.96 ; 129.49 ;;
CA-2012-153388;01/08/2014;Umum Komersil;California;PC-19000;Pauline Chand;Sole Agent Importer;Los Angeles;FUR-TA-10003715;Hon 2111 Invitation Series Corner Table;Art;Office Supplies;998.98;702; 701,281.15 ; 753,877.24 ; 37,693.86 ; 791,571.10 ; 23,747.13 ; 9,894.64 ; 71,335.63 ;;
CA-2012-153416;24/11/2014;Umum Komersil;California;TS-21340;Toby Swindell;General Importer;Los Angeles;OFF-BI-10002813;Avery Reinforcements for Hole-Punch Pages;Office Supplies;Binders;1.17;234; 273.31 ; 293.81 ; 14.69 ; 308.50 ; 9.26 ; 3.86 ; 27.80 ;;
CA-2012-153416;24/11/2014;Umum Komersil;California;TS-21340;Toby Swindell;General Importer;Los Angeles;OFF-PA-10002005;Xerox 225;Office Supplies;Paper;16.44;351; 5,770.44 ; 6,203.22 ; 310.16 ; 6,513.38 ; 195.40 ; 81.42 ; 586.98 ;;
CA-2012-153416;24/11/2014;Umum Komersil;California;TS-21340;Toby Swindell;General Importer;Los Angeles;OFF-BI-10002706;Avery Premier Heavy-Duty Binder with Round Locking Rings;Office Supplies;Binders;83.39;936; 78,054.91 ; 83,909.03 ; 4,195.45 ; 88,104.48 ; 2,643.13 ; 1,101.31 ; 7,939.89 ;;
CA-2012-153416;24/11/2014;Umum Komersil;California;TS-21340;Toby Swindell;General Importer;Los Angeles;OFF-ST-10000060;Fellowes Bankers Box Staxonsteel Drawer File/Stacking System;Office Supplies;Storage;447.86;819; 366,797.34 ; 394,307.14 ; 19,715.36 ; 414,022.50 ; 12,420.67 ; 5,175.28 ; 37,311.31 ;;
CA-2012-153794;11/09/2014;Umum Komersil;California;SB-20290;Sean Braxton;Merchant Importer;San Diego;OFF-AR-10000380;Hunt PowerHouse Electric Pencil Sharpener, Blue;Office Supplies;Art;258.86;819; 212,006.34 ; 227,906.82 ; 11,395.34 ; 239,302.16 ; 7,179.06 ; 2,991.28 ; 21,565.68 ;;
CA-2012-154200;18/06/2014;Umum Komersil;California;BG-11740;Bruce Geld;General Importer;San Diego;OFF-AR-10001044;BOSTON Ranger #55 Pencil Sharpener, Black;Office Supplies;Art;49.98;234; 11,695.32 ; 12,572.47 ; 628.62 ; 13,201.09 ; 396.03 ; 165.01 ; 1,189.67 ;;
CA-2012-154340;29/11/2014;Sementara;California;EK-13795;Eileen Kiefer;Sole Agent Importer;Santa Ana;OFF-AR-10003582;Boston Electric Pencil Sharpener, Model 1818, Charcoal Black;Office Supplies;Art;54.30;234; 12,706.20 ; 13,976.82 ; 279.54 ; 14,256.36 ; 71.28 ; 35.64 ; 386.46 ;;
CA-2012-154620;12/12/2014;Umum Komersil;California;LT-17110;Liz Thompson;General Importer;Lancaster;FUR-CH-10004675;Lifetime Advantage Folding Chairs, 4/Carton;Furniture;Chairs;346.93;234; 81,181.15 ; 87,269.74 ; 4,363.49 ; 91,633.23 ; 2,749.00 ; 1,145.42 ; 8,257.90 ;;
CA-2012-154795;20/12/2014;Umum Komersil;Arizona;GZ-14470;Gary Zandusky;General Importer;Bullhead City;OFF-EN-10003068;#6 3/4 Gummed Flap White Envelopes;Office Supplies;Envelopes;6.92;117; 809.64 ; 870.36 ; 43.52 ; 913.88 ; 27.42 ; 11.42 ; 82.36 ;;
CA-2012-154795;20/12/2014;Umum Komersil;Arizona;GZ-14470;Gary Zandusky;General Importer;Bullhead City;FUR-FU-10002088;Nu-Dell Float Frame 11 x 14 1/2;Furniture;Furnishings;12.37;234; 2,894.11 ; 3,111.17 ; 155.56 ; 3,266.73 ; 98.00 ; 40.83 ; 294.39 ;;
CA-2012-154886;08/11/2014;Umum Komersil;California;SW-204555;Shaun Weien;General Importer;San Francisco;TEC-AC-10001956;Microsoft Arc Touch Mouse;Technology;Accessories;117.90;234; 27,588.60 ; 29,657.75 ; 1,482.89 ; 31,140.63 ; 934.22 ; 389.26 ; 2,806.36 ;;
CA-2012-154970;05/01/2014;Umum Komersil;Washington;SR-20740;Steven Roelle;Sole Agent Importer;Seattle;FUR-CH-10003396;Global Deluxe Steno Chair;Furniture;Chairs;60.58;117; 7,088.33 ; 7,619.95 ; 381.00 ; 8,000.95 ; 240.03 ; 100.01 ; 721.04 ;;
CA-2012-155040;10/11/2014;Umum Komersil;California;AH-10210;Alan Hwang;General Importer;Brentwood;TEC-AC-10004469;Microsoft Sculpt Comfort Mouse;Technology;Accessories;77.90;234; 18,228.60 ; 19,595.75 ; 979.79 ; 20,575.53 ; 617.27 ; 257.19 ; 1,854.25 ;;
CA-2012-155124;15/03/2014;Umum Komersil;Utah;KS-16300;Karen Seio;Merchant Importer;Lehi;TEC-PH-10003356;SmartStand Mobile Device Holder, Assorted Colors;Technology;Phones;13.78;351; 4,835.38 ; 5,198.03 ; 259.90 ; 5,457.93 ; 163.74 ; 68.22 ; 491.86 ;;
CA-2012-155145;27/12/2014;Umum Non Komersil;California;KN-16450;Kean Nguyen;Merchant Importer;Visalia;TEC-AC-10003709;Maxell 4.7GB DVD-R 5/Pack;Technology;Accessories;-0.08;936;-74.88;-78.62;-3.14;-81.77;-2.04;-1.02;-6.21;;
CA-2012-155306;17/04/2014;Umum Komersil;California;GA-14515;George Ashbrook;General Importer;San Francisco;OFF-AR-10003251;Prang Drawing Pencil Set;Office Supplies;Art;3.56;234; 833.04 ; 895.52 ; 44.78 ; 940.29 ; 28.21 ; 11.75 ; 84.74 ;;
CA-2012-155306;17/04/2014;Umum Komersil;California;GA-14515;George Ashbrook;General Importer;San Francisco;OFF-PA-10001184;Xerox 1903;Office Supplies;Paper;9.96;234; 2,330.64 ; 2,505.44 ; 125.27 ; 2,630.71 ; 78.92 ; 32.88 ; 237.08 ;;
CA-2012-155306;17/04/2014;Umum Komersil;California;GA-14515;George Ashbrook;General Importer;San Francisco;TEC-AC-10003174;Plantronics S12 Corded Telephone Headset System;Technology;Accessories;320.37;351; 112,449.87 ; 120,883.61 ; 6,044.18 ; 126,927.79 ; 3,807.83 ; 1,586.60 ; 11,438.61 ;;
CA-2012-155306;17/04/2014;Umum Komersil;California;GA-14515;George Ashbrook;General Importer;San Francisco;TEC-PH-10002310;Plantronics Calisto P620-M USB Wireless Speakerphone System;Technology;Phones;778.96;585; 455,691.60 ; 489,868.47 ; 24,493.42 ; 514,361.89 ; 15,430.86 ; 6,429.52 ; 46,353.80 ;;
CA-2012-155306;17/04/2014;Umum Komersil;California;GA-14515;George Ashbrook;General Importer;San Francisco;OFF-AP-10002651;Hoover Upright Vacuum With Dirt Cup;Office Supplies;Appliances;1442.65;585; 843,950.25 ; 907,246.52 ; 45,362.33 ; 952,608.84 ; 28,578.27 ; 11,907.61 ; 85,848.20 ;;
CA-2012-155334;30/07/2014;Sementara;California;HA-14920;Helen Andreada;General Importer;San Francisco;FUR-FU-10003274;Regeneration Desk Collection;Furniture;Furnishings;2.28;351; 800.28 ; 880.31 ; 17.61 ; 897.91 ; 4.49 ; 2.24 ; 24.34 ;;
CA-2012-155334;30/07/2014;Sementara;California;HA-14920;Helen Andreada;General Importer;San Francisco;OFF-BI-10002557;Presstex Flexible Ring Binders;Office Supplies;Binders;7.92;351; 2,779.92 ; 3,057.91 ; 61.16 ; 3,119.07 ; 15.60 ; 7.80 ; 84.55 ;;
CA-2012-155334;30/07/2014;Sementara;California;HA-14920;Helen Andreada;General Importer;San Francisco;TEC-AC-10003628;Logitech 910-002974 M325 Wireless Mouse for Web Scrolling;Technology;Accessories;202.93;819; 166,199.67 ; 182,819.64 ; 3,656.39 ; 186,476.03 ; 932.38 ; 466.19 ; 5,054.96 ;;
CA-2012-155586;12/12/2014;Umum Non Komersil;California;XP-21865;Xylona Preis;General Importer;Chico;OFF-AR-10001547;Newell 311;Office Supplies;Art;1.21;117; 141.57 ; 148.65 ; 5.95 ; 154.59 ; 3.86 ; 1.93 ; 11.74 ;;
CA-2012-155586;12/12/2014;Umum Non Komersil;California;XP-21865;Xylona Preis;General Importer;Chico;OFF-EN-10003072;Peel & Seel Envelopes;Office Supplies;Envelopes;11.52;468; 5,391.36 ; 5,660.93 ; 226.44 ; 5,887.37 ; 147.18 ; 73.59 ; 447.21 ;;
CA-2012-155586;12/12/2014;Umum Non Komersil;California;XP-21865;Xylona Preis;General Importer;Chico;OFF-PA-10000726;"Black Print Carbonless Snap-Off Rapid Letter, 8 1/2"" x 7""";Office Supplies;Paper;32.44;468; 15,181.92 ; 15,941.02 ; 637.64 ; 16,578.66 ; 414.47 ; 207.23 ; 1,259.34 ;;
CA-2012-156118;08/12/2014;Umum Komersil;Colorado;HG-14965;Henry Goldwyn;Merchant Importer;Colorado Springs;OFF-PA-10000533;Southworth Parchment Paper & Envelopes;Office Supplies;Paper;12.70;351; 4,456.30 ; 4,790.52 ; 239.53 ; 5,030.04 ; 150.90 ; 62.88 ; 453.30 ;;
CA-2012-156146;26/10/2014;Umum Non Komersil;Arizona;AG-10495;Andrew Gjertsen;Merchant Importer;Peoria;TEC-PH-10001527;Plantronics MX500i Earset;Technology;Phones;66.72;234; 15,612.48 ; 16,393.10 ; 655.72 ; 17,048.83 ; 426.22 ; 213.11 ; 1,295.06 ;;
CA-2012-156146;26/10/2014;Umum Non Komersil;Arizona;AG-10495;Andrew Gjertsen;Merchant Importer;Peoria;TEC-PH-10001700;Panasonic KX-TG6844B Expandable Digital Cordless Telephone;Technology;Phones;103.58;234; 24,238.66 ; 25,450.59 ; 1,018.02 ; 26,468.61 ; 661.72 ; 330.86 ; 2,010.60 ;;
CA-2012-156440;05/12/2014;Umum Komersil;California;MH-17620;Matt Hagelstein;Merchant Importer;San Diego;FUR-FU-10004090;"Executive Impressions 14"" Contract Wall Clock";Furniture;Furnishings;42.46;234; 9,935.64 ; 10,680.81 ; 534.04 ; 11,214.85 ; 336.45 ; 140.19 ; 1,010.67 ;;
CA-2012-156566;01/10/2014;Sementara;Oregon;EM-13960;Eric Murdock;General Importer;Portland;TEC-PH-10001817;Wilson Electronics DB Pro Signal Booster;Technology;Phones;570.80;234; 133,567.20 ; 146,923.92 ; 2,938.48 ; 149,862.40 ; 749.31 ; 374.66 ; 4,062.45 ;;
CA-2012-157028;28/11/2014;Umum Komersil;New Mexico;MA-17995;Michelle Arnett;Sole Agent Importer;Las Cruces;OFF-AR-10004441;BIC Brite Liner Highlighters;Office Supplies;Art;6.28;234; 1,469.52 ; 1,579.73 ; 78.99 ; 1,658.72 ; 49.76 ; 20.73 ; 149.48 ;;
CA-2012-157084;19/12/2014;Umum Komersil;California;JG-15160;James Galang;General Importer;Los Angeles;TEC-PH-10002922;ShoreTel ShorePhone IP 230 VoIP phone;Technology;Phones;670.96;585; 392,511.60 ; 421,949.97 ; 21,097.50 ; 443,047.47 ; 13,291.42 ; 5,538.09 ; 39,927.02 ;;
CA-2012-157084;19/12/2014;Umum Komersil;California;JG-15160;James Galang;General Importer;Los Angeles;TEC-AC-10002049;Plantronics Savi W720 Multi-Device Wireless Headset System;Technology;Accessories;1262.85;351; 443,260.35 ; 476,504.88 ; 23,825.24 ; 500,330.12 ; 15,009.90 ; 6,254.13 ; 45,089.27 ;;
CA-2012-157770;13/12/2014;Sementara;California;RD-19585;Rob Dowd;General Importer;Temecula;OFF-BI-10000050;Angle-D Binders with Locking Rings, Label Holders;Office Supplies;Binders;24.20;585; 14,157.00 ; 15,572.70 ; 311.45 ; 15,884.15 ; 79.42 ; 39.71 ; 430.59 ;;
CA-2012-157770;13/12/2014;Sementara;California;RD-19585;Rob Dowd;General Importer;Temecula;TEC-AC-10003399;Memorex Mini Travel Drive 64 GB USB 2.0 Flash Drive;Technology;Accessories;35.24;117; 4,123.08 ; 4,535.39 ; 90.71 ; 4,626.10 ; 23.13 ; 11.57 ; 125.40 ;;
CA-2012-157770;13/12/2014;Sementara;California;RD-19585;Rob Dowd;General Importer;Temecula;TEC-AC-10001552;Logitech K350 2.4Ghz Wireless Keyboard;Technology;Accessories;243.85;585; 142,652.25 ; 156,917.48 ; 3,138.35 ; 160,055.82 ; 800.28 ; 400.14 ; 4,338.77 ;;
CA-2012-157770;13/12/2014;Sementara;California;RD-19585;Rob Dowd;General Importer;Temecula;TEC-PH-10001530;Plantronics Voyager Pro Legend;Technology;Phones;491.38;351; 172,472.98 ; 189,720.27 ; 3,794.41 ; 193,514.68 ; 967.57 ; 483.79 ; 5,245.77 ;;
CA-2012-157805;31/08/2014;Umum Komersil;California;RH-19510;Rick Huthwaite;Sole Agent Importer;San Diego;TEC-PH-10004447;Toshiba IPT2010-SD IP Telephone;Technology;Acessories;550.96;585; 322,311.60 ; 346,484.97 ; 17,324.25 ; 363,809.22 ; 10,914.28 ; 4,547.62 ; 32,786.14 ;;
CA-2012-157959;03/02/2014;Sementara;California;RW-19540;Rick Wilson;Merchant Importer;Los Angeles;FUR-FU-10004093;Hand-Finished Solid Wood Document Frame;Furniture;Furnishings;132.92;468; 62,206.56 ; 68,427.22 ; 1,368.54 ; 69,795.76 ; 348.98 ; 174.49 ; 1,892.01 ;;
CA-2012-158456;24/12/2014;Umum Komersil;California;KT-16465;Kean Takahito;General Importer;Los Angeles;OFF-BI-10001097;Avery Hole Reinforcements;Office Supplies;Binders;15.94;468; 7,458.05 ; 8,017.40 ; 400.87 ; 8,418.27 ; 252.55 ; 105.23 ; 758.65 ;;
CA-2012-158456;24/12/2014;Umum Komersil;California;KT-16465;Kean Takahito;General Importer;Los Angeles;OFF-FA-10004854;Vinyl Coated Wire Paper Clips in Organizer Box, 800/Box;Office Supplies;Fasteners;41.92;468; 19,618.56 ; 21,089.95 ; 1,054.50 ; 22,144.45 ; 664.33 ; 276.81 ; 1,995.64 ;;
CA-2012-158491;04/06/2014;Umum Non Komersil;California;BP-11155;Becky Pak;General Importer;Los Angeles;TEC-AC-10001874;Logitech Wireless Anywhere Mouse MX for PC and Mac;Technology;Accessories;117.98;234; 27,607.32 ; 28,987.69 ; 1,159.51 ; 30,147.19 ; 753.68 ; 376.84 ; 2,290.03 ;;
CA-2012-158491;04/06/2014;Umum Non Komersil;California;BP-11155;Becky Pak;General Importer;Los Angeles;TEC-AC-10003870;Logitech Z-906 Speaker sys - home theater - 5.1-CH;Technology;Accessories;986.97;351; 346,426.47 ; 363,747.79 ; 14,549.91 ; 378,297.71 ; 9,457.44 ; 4,728.72 ; 28,736.08 ;;
CA-2012-158701;05/01/2014;Umum Komersil;California;JL-15175;James Lanier;Sole Agent Importer;San Francisco;OFF-BI-10001294;Fellowes Binding Cases;Office Supplies;Binders;50.16;702; 35,212.32 ; 37,853.24 ; 1,892.66 ; 39,745.91 ; 1,192.38 ; 496.82 ; 3,581.86 ;;
CA-2012-158701;05/01/2014;Umum Komersil;California;JL-15175;James Lanier;Sole Agent Importer;San Francisco;OFF-AP-10004859;Acco 6 Outlet Guardian Premium Surge Suppressor;Office Supplies;Appliances;81.36;702; 57,114.72 ; 61,398.32 ; 3,069.92 ; 64,468.24 ; 1,934.05 ; 805.85 ; 5,809.82 ;;
CA-2012-158918;20/12/2014;Umum Non Komersil;California;AI-10855;Arianne Irving;General Importer;Los Angeles;OFF-PA-10004947;Easy-staple paper;Office Supplies;Paper;13.12;468; 6,140.16 ; 6,447.17 ; 257.89 ; 6,705.05 ; 167.63 ; 83.81 ; 509.33 ;;
CA-2012-159380;12/05/2014;Umum Komersil;California;CS-12505;Cindy Stewart;General Importer;San Francisco;OFF-PA-10003893;Xerox 1962;Office Supplies;Paper;9.84;351; 3,453.84 ; 3,712.88 ; 185.64 ; 3,898.52 ; 116.96 ; 48.73 ; 351.33 ;;
CA-2012-159380;12/05/2014;Umum Komersil;California;CS-12505;Cindy Stewart;General Importer;San Francisco;OFF-PA-10004239;Xerox 1953;Office Supplies;Paper;19.68;702; 13,815.36 ; 14,851.51 ; 742.58 ; 15,594.09 ; 467.82 ; 194.93 ; 1,405.32 ;;
CA-2012-160171;19/10/2014;Umum Komersil;California;RM-19675;Robert Marley;Sole Agent Importer;Los Angeles;TEC-AC-10000892;NETGEAR N750 Dual Band Wi-Fi Gigabit Router;Technology;Accessories;267.00;351; 93,717.00 ; 100,745.78 ; 5,037.29 ; 105,783.06 ; 3,173.49 ; 1,322.29 ; 9,533.07 ;;
CA-2012-160171;19/10/2014;Umum Komersil;California;RM-19675;Robert Marley;Sole Agent Importer;Los Angeles;OFF-AP-10000275;Sanyo Counter Height Refrigerator with Crisper, 3.6 Cubic Foot, Stainless Steel/Bl;Office Supplies;Appliances;1635.70;585; 956,884.50 ; 1,028,650.84 ; 51,432.54 ; 1,080,083.38 ; 32,402.50 ; 13,501.04 ; 97,336.09 ;;
CA-2012-160864;03/05/2014;Sementara;California;NF-18595;Nicole Fjeld;Sole Agent Importer;San Jose;OFF-BI-10004654;Avery Binding System Hidden Tab Executive Style Index Sets;Office Supplies;Binders;10.85;351; 3,807.65 ; 4,188.41 ; 83.77 ; 4,272.18 ; 21.36 ; 10.68 ; 115.81 ;;
CA-2012-161242;01/06/2014;Umum Komersil;California;CG-12040;Catherine Glotzbach;Sole Agent Importer;Los Angeles;OFF-PA-10001838;"Adams Telephone Message Book W/Dividers/Space For Phone Numbers, 5 1/4""X8 1/2"", 30";Office Supplies;Paper;9.76;234; 2,283.84 ; 2,455.13 ; 122.76 ; 2,577.88 ; 77.34 ; 32.22 ; 232.32 ;;
CA-2012-161452;05/04/2014;Umum Komersil;California;CA-11965;Carol Adams;Merchant Importer;Los Angeles;FUR-CH-10003973;GuestStacker Chair with Chrome Finish Legs;Furniture;Chairs;889.22;351; 312,117.62 ; 335,526.45 ; 16,776.32 ; 352,302.77 ; 10,569.08 ; 4,403.78 ; 31,749.19 ;;
CA-20121-161627;06/07/2014;Umum Komersil;California;SJ-20215;Sarah Jordon;General Importer;Pasadena;FUR-CH-10003968;Novimex Turbo Task Chair;Furniture;Chairs;167.35;351; 58,740.55 ; 63,146.09 ; 3,157.30 ; 66,303.40 ; 1,989.10 ; 828.79 ; 5,975.20 ;;
CA-2012-161830;24/09/2014;Umum Non Komersil;Washington;ME-17725;Max Engle;General Importer;Seattle;OFF-BI-10001097;Avery Hole Reinforcements;Office Supplies;Binders;11.95;351; 4,195.15 ; 4,404.91 ; 176.20 ; 4,581.11 ; 114.53 ; 57.26 ; 347.99 ;;
CA-2012-161830;24/09/2014;Umum Non Komersil;Washington;ME-17725;Max Engle;General Importer;Seattle;OFF-AR-10004042;BOSTON Model 1800 Electric Pencil Sharpeners, Putty/Woodgrain;Office Supplies;Art;33.96;234; 7,946.64 ; 8,343.97 ; 333.76 ; 8,677.73 ; 216.94 ; 108.47 ; 659.17 ;;
